level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
16,17,9.0,0.0,29.0,54,22.89,10.064000000000002,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.29'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 127, 36, 37, 216, 218]",True,83686.0,68.565,23.528000000000002,,,,,,,,,,,0.48333333333333334,,,,2.0,1.0,7.0,2.0,0.00942382,0.01935132,0.009927500000000002,Real Betis,Girona,5.0,Marc Bartra,DC,True,47.61762931956022,0.0,16.42437430587485,M. Bartra,1.0,Real Betis
17,18,10.0,0.0,31.0,54,68.67000000000002,23.528000000000002,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.26'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,349494.0,62.265,22.78,,,,,,,,,,,0.5166666666666666,,,,7.0,2.0,7.0,2.0,0.01935132,0.01935132,0.0,Real Betis,Girona,24.0,Aitor Ruibal,FW,True,-6.374204199043888,0.0,-173.33895602771543,A. Ruibal,1.0,Real Betis
18,19,11.0,0.0,36.0,54,68.88,23.664,0.0,FirstHalf,Foul,Successful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '3'}]","[91, 63]",True,134893.0,,,,,,,,,,,,,0.6,,,,,,,,,,,Real Betis,Girona,8.0,Nabil Fekir,AMC,True,0.0,0.0,,N. Fekir,1.0,Real Betis
19,20,3.0,0.0,36.0,2783,36.12,44.336000000000006,0.0,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '11'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[64],False,90780.0,,,,,,,,,,,,,0.6,,,,,,,,,,,Girona,Real Betis,14.0,Oriol Romeu,MC,True,0.0,0.0,,O. Romeu,1.0,Real Betis
20,21,14.0,0.0,50.0,54,68.25,27.132,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.84'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.4'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 132, 35, 38, 216, 218]",True,99911.0,63.839999999999996,23.392,,,,,,,,,,,0.8333333333333334,,,,7.0,3.0,7.0,2.0,0.0199707,0.01935132,-0.0006193799999999992,Real Betis,Girona,14.0,William Carvalho,DMC,True,-5.118749669403165,0.0,-139.69963708907278,W. Carvalho,1.0,Real Betis
21,22,14.5,0.0,51.0,54,63.839999999999996,23.392,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,83686.0,64.89,20.128000000000004,,,,,,388.0,,,,,0.8500000000000001,,,,7.0,2.0,7.0,2.0,0.01935132,0.01935132,0.0,Real Betis,Girona,5.0,Marc Bartra,DC,True,0.0,0.06393208978500553,-72.1674749152073,M. Bartra,1.0,Real Betis
22,23,388.0,0.0,52.0,54,64.89,20.128000000000004,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.89'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.3'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,83686.0,57.225,43.18,,,,,,,,,,,0.8666666666666667,,,,7.0,2.0,6.0,5.0,0.01935132,0.01685596,-0.002495360000000002,Real Betis,Girona,5.0,Marc Bartra,DC,True,-6.207906914063074,0.0,108.39243624390176,M. Bartra,1.0,Real Betis
23,24,388.5,0.0,54.0,54,57.225,43.18,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,123232.0,55.545,50.592000000000006,,,,,,15.0,,,,,0.9,,,,6.0,5.0,6.0,5.0,0.01685596,0.01685596,0.0,Real Betis,Girona,3.0,Diego Llorente,DC,True,0.0,-3.5151047294557713,102.7708504369234,D. Llorente,1.0,Real Betis
24,25,15.0,0.0,56.0,54,55.545,50.592000000000006,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.3'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,123232.0,59.115,60.99600000000001,,,,,,,,,,,0.9333333333333333,,,,6.0,5.0,6.0,7.0,0.01685596,0.01473596,-0.0021200000000000004,Real Betis,Girona,3.0,Diego Llorente,DC,True,-1.0732845963941813,0.0,71.06099573975995,D. Llorente,1.0,Real Betis
25,26,16.0,0.0,57.0,54,59.115,62.016000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.87'}]","[91, 117, 30, 35, 38, 216, 218]",True,331466.0,41.160000000000004,46.03600000000001,,,,,,,,,,,0.95,,,,6.0,7.0,4.0,5.0,0.01473596,0.01269174,-0.0020442199999999994,Real Betis,Girona,15.0,Romain Perraud,DL,True,-11.202905031153286,0.0,-138.3308283488073,R. Perraud,1.0,Real Betis
26,27,17.0,1.0,0.0,54,43.785000000000004,46.71600000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.45'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}]","[91, 117, 30, 35, 38, 216, 218]",True,123232.0,36.54,19.312,,,,,,,,,,,1.0,,,,5.0,5.0,4.0,2.0,0.01429128,0.01269174,-0.00159954,Real Betis,Girona,3.0,Diego Llorente,DC,True,-7.496139481822226,0.0,-104.80889366586985,D. Llorente,1.0,Real Betis
27,28,18.0,1.0,2.0,54,34.02,18.088,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.32'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '2.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 127, 35, 37, 215, 218]",True,83686.0,2.3100000000000005,52.428,,,,,,,,,,,1.0333333333333334,,,,3.0,2.0,0.0,6.0,0.01110462,0.00750072,-0.003603900000000001,Real Betis,Girona,5.0,Marc Bartra,DC,True,-31.588694727085496,0.0,132.71978293246573,M. Bartra,1.0,Real Betis
28,29,19.0,1.0,8.0,54,2.3100000000000005,52.428,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.54'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 124, 36, 37, 215, 218]",True,141833.0,25.095,66.096,,,,,,,,,,,1.1333333333333333,,,,0.0,6.0,2.0,7.0,0.00750072,0.00844854,0.0009478199999999994,Real Betis,Girona,1.0,Rui Silva,GK,True,18.220200639159486,0.0,30.95820923821628,R. Silva,1.0,Real Betis
29,30,20.0,1.0,10.0,54,25.095,66.096,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.01'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.4'}]","[91, 117, 30, 35, 38, 215, 218]",True,331466.0,15.33,54.67200000000001,,,,,,,,,,,1.1666666666666667,,,,2.0,7.0,1.0,6.0,0.00844854,0.00878589,0.00033735000000000015,Real Betis,Girona,15.0,Romain Perraud,DL,True,-5.911781517784888,0.0,-130.52314040193096,R. Perraud,1.0,Real Betis
30,31,20.5,1.0,11.5,54,15.33,54.67200000000001,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,123232.0,11.655,52.836000000000006,,,,,,21.0,,,,,1.1916666666666669,,,,1.0,6.0,1.0,6.0,0.00878589,0.00878589,0.0,Real Betis,Girona,3.0,Diego Llorente,DC,True,0.0,-3.2045309647910756,-153.45366070322115,D. Llorente,1.0,Real Betis
31,32,21.0,1.0,13.0,54,11.655,52.836000000000006,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.69'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '51.3'}]","[91, 117, 127, 35, 38, 215, 218]",True,123232.0,10.605,1.564,,,,,,,,,,,1.2166666666666668,,,,1.0,6.0,0.0,0.0,0.00878589,0.00638303,-0.0024028599999999997,Real Betis,Girona,3.0,Diego Llorente,DC,True,-4.585887091610417,0.0,-91.17319707359322,D. Llorente,1.0,Real Betis
32,33,22.0,1.0,18.0,54,10.5,1.564,1.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.54'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.7'}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,83686.0,37.48500000000001,17.816000000000003,,,,,,,,,,,1.3,,,,,,,,,,,Real Betis,Girona,5.0,Marc Bartra,DC,True,30.484042307175912,0.0,31.0588953689185,M. Bartra,1.0,Real Betis
33,34,4.0,1.0,22.0,2783,59.535000000000004,57.528,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.2'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.32'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,90780.0,67.30499999999999,60.11200000000001,,,,,,,,,,,1.3666666666666667,,,,6.0,6.0,7.0,7.0,0.01611813,0.0174506,0.0013324699999999988,Girona,Real Betis,14.0,Oriol Romeu,MC,True,5.33637122859259,0.0,18.39512014194906,O. Romeu,2.0,Girona
34,35,5.0,1.0,24.0,2783,68.355,60.11200000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.73'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.2'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,106895.0,61.74,62.968,,,,,,,,,,,1.4,,,,7.0,7.0,7.0,7.0,0.0174506,0.0174506,0.0,Girona,Real Betis,24.0,Portu,FWL,True,-7.066575979857376,0.0,156.6479194376882,Portu,2.0,Girona
35,36,6.0,1.0,27.0,2783,64.05,63.784000000000006,1.0,FirstHalf,BallRecovery,Successful,[],[93],False,395788.0,,,,,,,,,,,,,1.45,,,,,,,,,,,Girona,Real Betis,3.0,Miguel Gutierrez,DL,True,0.0,0.0,,M. Gutierrez,2.0,Girona
36,37,7.0,1.0,27.0,2783,71.715,64.396,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.64'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,395788.0,71.4,59.976000000000006,,,,,,,,,,,1.45,,,,8.0,7.0,8.0,7.0,0.02122129,0.02122129,0.0,Girona,Real Betis,3.0,Miguel Gutierrez,DL,True,2.6054439656832358,0.0,-94.07640449940257,M. Gutierrez,2.0,Girona
37,38,8.0,1.0,28.0,2783,71.29500000000002,59.772000000000006,1.0,FirstHalf,OffsidePass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 7, 'displayName': 'PlayerCaughtOffside'}, 'value': '395788'}]","[91, 217]",True,106895.0,88.30499999999999,62.15200000000001,,,,,,,,,,,1.4666666666666668,,,,,,,,,,,Girona,Real Betis,24.0,Portu,FWL,True,0.0,0.0,7.964985291044933,Portu,2.0,Girona
38,39,24.0,1.0,28.0,54,18.27,9.248000000000001,1.0,FirstHalf,OffsideProvoked,Successful,[],[62],False,323148.0,,,,,,,,,,,,,1.4666666666666668,,,,,,,,,,,Real Betis,Girona,21.0,Marc Roca,DMC,True,0.0,0.0,,M. Roca,3.0,Real Betis
