level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
13,14,5.0,0.0,20.0,70,39.375,5.984000000000001,0.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 60]",True,449410.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,Espanyol,Real Valladolid,23.0,Omar El Hilali,DC,True,0.0,0.0,,O. E. Hilali,1.0,Real Valladolid
14,15,12.0,0.0,32.0,58,61.32,68.0,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.0'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.50'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 212, 35, 38, 216]",True,459064.0,39.375,61.2,,,,,,,,,,,0.5333333333333333,,,,7.0,7.0,4.0,7.0,0.0174506,0.01126267,-0.0061879299999999995,Real Valladolid,Espanyol,22.0,Lucas Rosa,DL,True,-15.685695749130325,0.0,-162.7835908969123,L. Rosa,1.0,Real Valladolid
15,16,12.5,0.0,33.5,58,39.375,61.2,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,447842.0,37.800000000000004,55.21600000000001,,,,,,13.0,,,,,0.5583333333333333,,,,4.0,7.0,4.0,6.0,0.01126267,0.01214719,0.0008845199999999998,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,0.0,0.5690271020503701,-104.74591931044398,E. Boyomo,1.0,Real Valladolid
16,17,13.0,0.0,35.0,58,37.800000000000004,55.21600000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.53'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.8'}]","[91, 117, 30, 35, 38, 215, 218]",True,447842.0,33.39,31.552,,,,,,,,,,,0.5833333333333334,,,,4.0,6.0,3.0,3.0,0.01214719,0.01132376,-0.00082343,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,-1.1822720663350736,0.0,-100.55648948807618,E. Boyomo,1.0,Real Valladolid
17,18,14.0,0.0,36.0,58,33.39,31.552,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.34'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.2'}]","[91, 117, 30, 36, 37, 216, 218]",True,362276.0,36.96000000000001,47.056000000000004,,,,,,,,,,,0.6,,,,3.0,3.0,4.0,5.0,0.01132376,0.01269174,0.0013679799999999995,Real Valladolid,Espanyol,5.0,Javi Sanchez,DC,True,2.3705145073756313,0.0,77.03291601687872,J. Sanchez,1.0,Real Valladolid
18,19,15.0,0.0,38.0,58,35.910000000000004,48.620000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.36'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '64.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.2'}]","[91, 117, 30, 36, 38, 216, 218]",True,447842.0,39.69,43.656000000000006,,,,,,,,,,,0.6333333333333333,,,,4.0,5.0,4.0,5.0,0.01269174,0.01269174,0.0,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,4.599960914343583,0.0,-52.711356196401745,E. Boyomo,1.0,Real Valladolid
19,20,16.0,0.0,39.0,58,39.69,43.656000000000006,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.22'}]","[91, 117, 30, 35, 37, 216, 218]",True,301034.0,35.49,49.232000000000006,,,,,,,,,,,0.65,,,,4.0,5.0,3.0,5.0,0.01269174,0.01110462,-0.0015871199999999992,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,-5.139401011211675,0.0,126.98808725946162,E. Comert,1.0,Real Valladolid
20,21,17.0,0.0,40.0,58,33.81,46.03600000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.60'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.8'}]","[91, 117, 30, 35, 38, 215, 218]",True,447842.0,31.290000000000003,23.528000000000002,,,,,,,,,,,0.6666666666666666,,,,3.0,5.0,3.0,2.0,0.01110462,0.01110462,0.0,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,-2.249877085402119,0.0,-96.3882427267665,E. Boyomo,1.0,Real Valladolid
21,22,18.0,0.0,41.0,58,31.080000000000002,23.528000000000002,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.59'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.2'}]","[91, 117, 30, 35, 37, 215, 218]",True,362276.0,30.765,44.676,,,,,,,,,,,0.6833333333333333,,,,3.0,2.0,3.0,5.0,0.01110462,0.01110462,0.0,Real Valladolid,Espanyol,5.0,Javi Sanchez,DC,True,-0.34066615640502107,0.0,90.85335899333997,J. Sanchez,1.0,Real Valladolid
22,23,19.0,0.0,42.0,58,30.765,44.676,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.55'}]","[91, 117, 30, 36, 38, 216, 218]",True,447842.0,39.58500000000001,36.720000000000006,,,,,,,,,,,0.7,,,,3.0,5.0,4.0,4.0,0.01110462,0.01262646,0.00152184,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,9.527222697045502,0.0,-42.051749278067255,E. Boyomo,1.0,Real Valladolid
23,24,19.5,0.0,43.0,58,39.58500000000001,36.720000000000006,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,301034.0,39.480000000000004,40.120000000000005,,,,,,20.0,,,,,0.7166666666666666,,,,4.0,4.0,4.0,4.0,0.01262646,0.01262646,0.0,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,0.0,-0.3336781425021371,91.76886629368332,E. Comert,1.0,Real Valladolid
24,25,20.0,0.0,44.0,58,39.480000000000004,40.120000000000005,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.99'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 118, 120, 29, 35, 37, 216, 218]",True,301034.0,36.435,46.988,,,,,,,,,,,0.7333333333333333,,,,,,,,,,,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,-3.9790882649852364,0.0,113.9106074714673,E. Comert,1.0,Real Valladolid
25,26,8.0,0.0,45.0,70,72.45,33.932,0.0,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 101, 56]",True,414269.0,,,,,,,,,,,,,0.75,,,,,,,,,,,Espanyol,Real Valladolid,9.0,Alejo Veliz,FW,True,0.0,0.0,,A. Veliz,1.0,Real Valladolid
26,27,9.0,0.0,46.0,70,72.34500000000001,32.096000000000004,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,140772.0,,,,,,,,,,,,,0.7666666666666666,,,,,,,,,,,Espanyol,Real Valladolid,11.0,Pere Milla,MC,True,0.0,0.0,,P. Milla,1.0,Real Valladolid
27,28,21.0,0.0,47.0,58,33.81,43.656000000000006,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.75'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}]","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,301034.0,35.28,45.016000000000005,,,,,,,,,,,0.7833333333333333,,,,,,,,,,,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,1.2569530011317767,0.0,42.77407610488598,E. Comert,1.0,Real Valladolid
28,29,11.0,0.0,48.0,70,68.985,25.024,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,414269.0,,,,,,,,,,,,,0.8,,,,,,,,,,,Espanyol,Real Valladolid,9.0,Alejo Veliz,FW,True,0.0,0.0,,A. Veliz,1.0,Real Valladolid
29,30,44.0,0.0,49.0,58,32.13,39.508,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,301034.0,,,,,,,,,,,,,0.8166666666666667,,,,,,,,,,,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,0.0,0.0,,E. Comert,1.0,Real Valladolid
30,31,39.0,0.0,50.0,70,68.88,27.812,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,414269.0,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,Espanyol,Real Valladolid,9.0,Alejo Veliz,FW,True,0.0,0.0,,A. Veliz,1.0,Real Valladolid
31,32,46.0,0.0,51.0,58,34.964999999999996,40.052,0.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,301034.0,,,,,,,,,,,,,0.85,,,,,,,,,,,Real Valladolid,Espanyol,15.0,Eray Comert,MC,True,0.0,0.0,,E. Comert,1.0,Real Valladolid
32,33,22.0,0.0,52.0,58,35.175000000000004,46.104,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,447842.0,,,,,,,,,,,,,0.8666666666666667,,,,,,,,,,,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,0.0,0.0,,E. Boyomo,1.0,Real Valladolid
33,34,23.0,0.0,53.0,58,40.11000000000001,45.696000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '48.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.98'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.5'}]","[91, 117, 30, 36, 37, 216, 218]",True,447842.0,50.82,61.540000000000006,,,,,,,,,,,0.8833333333333333,,,,4.0,5.0,5.0,7.0,0.01269174,0.01248344,-0.0002082999999999998,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,5.157978825016528,0.0,55.942656866682135,E. Boyomo,1.0,Real Valladolid
34,35,23.5,0.0,54.5,58,50.82,61.540000000000006,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,384578.0,58.48500000000001,59.976000000000006,,,,,,24.0,,,,,0.9083333333333333,,,,5.0,7.0,6.0,7.0,0.01248344,0.01473596,0.002252519999999999,Real Valladolid,Espanyol,21.0,Selim Amallah,MC,True,0.0,7.501044476676171,-11.532570322216907,S. Amallah,1.0,Real Valladolid
35,36,24.0,0.0,56.0,58,58.48500000000001,59.976000000000006,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.75'}]","[91, 117, 30, 35, 38, 216, 218]",True,384578.0,42.63,48.89200000000001,,,,,,,,,,,0.9333333333333333,,,,6.0,7.0,4.0,5.0,0.01473596,0.01269174,-0.0020442199999999994,Real Valladolid,Espanyol,21.0,Selim Amallah,MC,True,-10.846613626514596,0.0,-145.0431621396725,S. Amallah,1.0,Real Valladolid
36,37,24.5,0.0,58.0,58,42.63,48.89200000000001,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,447842.0,44.94,45.220000000000006,,,,,,25.0,,,,,0.9666666666666667,,,,4.0,5.0,4.0,5.0,0.01269174,0.01269174,0.0,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,0.0,3.0241951571634402,-57.826619092702664,E. Boyomo,1.0,Real Valladolid
37,38,25.0,1.0,0.0,58,44.94,45.220000000000006,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '37.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.04'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.9'}]","[91, 119, 117, 127, 36, 38, 216, 218]",True,447842.0,56.7,10.132000000000001,,,,,,,,,,,1.0,,,,5.0,5.0,6.0,1.0,0.01429128,0.01611813,0.0018268500000000014,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,7.22351650859521,0.0,-71.47104670111013,E. Boyomo,1.0,Real Valladolid
38,39,29.0,1.0,41.0,58,35.910000000000004,19.992,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.50'}]","[91, 117, 30, 36, 37, 216, 218]",True,362276.0,37.38,39.440000000000005,,,,,,,,,,,1.6833333333333333,,,,4.0,2.0,4.0,4.0,0.01269174,0.01262646,-6.527999999999916e-05,Real Valladolid,Espanyol,5.0,Javi Sanchez,DC,True,2.6572899888719235,0.0,85.6774504413302,J. Sanchez,1.0,Real Valladolid
39,40,30.0,1.0,43.0,58,39.06,37.74,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.31'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,447842.0,49.035000000000004,23.188000000000002,,,,,,,,,,,1.7166666666666668,,,,4.0,4.0,5.0,2.0,0.01262646,0.01429128,0.0016648199999999991,Real Valladolid,Espanyol,6.0,Enzo Boyomo,DC,True,9.04614837209646,0.0,-55.570423263074666,E. Boyomo,1.0,Real Valladolid
40,41,30.5,1.0,45.0,58,49.035000000000004,23.188000000000002,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,395579.0,61.95,14.008000000000003,,,,,,31.0,,,,,1.75,,,,5.0,2.0,7.0,1.0,0.01429128,0.01870347,0.00441219,Real Valladolid,Espanyol,8.0,Kike Perez,MC,True,0.0,9.534236076681097,-35.40526784063865,K. Perez,1.0,Real Valladolid
